texteLegislatifUid,uid,dispositif,exposeSommaire
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000308,"I. – L’article L. 642‑3 du code de la sécurité sociale est complété par un alinéa ainsi rédigé :« Sont exonérés par moitié du paiement des cotisations mentionnées à l’article L. 642‑1, les étudiants et retraités exerçant la profession de moniteur de ski. »II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.","La cotisation minimale forfaitaire exigée par la CIPAV est disproportionnée lorsqu’on la compare aux revenus tirés d’un enseignement du ski sur une ou deux semaines, comme cela est souvent le cas pour des étudiants en cours de formation de moniteur de ski ou des retraités venant en renfort des écoles de ski aux périodes de forte fréquentation touristique."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000309,I. – L’article L. 642‑3 du code de la sécurité sociale est complété par un alinéa ainsi rédigé :« Sont exonérés du paiement des cotisations mentionnées à l’article L. 642‑1 les professionnels libéraux pluriactifs dont les revenus d’activité sont inférieurs à un seuil défini par décret. »II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.,"Cet amendement a pour objectif de protéger les professionnels libéraux pluriactifs de l’accroissement de charges inutiles que constitue la cotisation obligatoire à la CIPAV, quel que soit le bénéfice dégagé et alors même que l’activité secondaire exercée est temporaire, voir saisonnière.In fine un professionnel libéral qui réaliserait très peu de bénéfices se verrait exonéré du paiement des cotisations à la CIPAV. En effet, depuis l’entrée en vigueur de la loi de financement de la sécurité sociale de 2016, ces professionnels, et particulièrement ceux exerçant une activité saisonnière, ont subi une augmentation très significative de leur cotisation d’assurance vieillesse alors même que nombre d’entre eux ne dégagent que peu de bénéfice sur leur activité temporaire.À titre d’exemple, on peut citer le secteur du tourisme de montagne particulièrement touché par cette mesure, et plus spécifiquement les moniteurs de ski. En effet, ceux-ci doivent obligatoirement être affiliés à la Caisse interprofessionnelles de prévoyance et d’assurance vieillesse (CIPAV), qu’ils exercent cette activité à plein temps ou juste quelques mois dans l’année. Pour les moniteurs de ski qui n’exercent cette activité qu’à titre saisonnier, cette cotisation représente un coût non négligeable, alors même qu’ils cotisent déjà par ailleurs à un autre régime de retraite, dans le cadre de leur activité professionnelle principale. De fait, le coût de cette double affiliation n’est pas sans conséquence sur le vivier de moniteurs de ski potentiellement intéressés, certains n’ayant pas les moyens financiers de supporter cette dépense et préférant dès lors se restreindre à leur activité professionnelle principale et ne pas exercer leur monitorat. Pourtant, le renfort de ces moniteurs de ski saisonniers est indispensable, d’une part pour absorber les flux touristiques certains mois de l’année, et d’autre part pour la souplesse d’emploi temporaire qu’ils offrent, utiles quand la demande baisse puisqu’ils peuvent reprendre leur activité principale."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000310,I. – La troisième phrase de l’avant-dernier alinéa de l’article L. 642‑1 du code de la sécurité sociale est supprimée.II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.,"Cet amendement a pour objectif d’enrayer la situation d’iniquité dans laquelle se trouvent les professionnels libéraux pluriactifs et de revenir sur le principe de la cotisation forfaitaire minimale pour appliquer une cotisation proportionnelle au premier euro. En effet, depuis l’entrée en vigueur de la loi de financement de la sécurité sociale de 2016, ces professionnels, et particulièrement ceux exerçant une activité saisonnière, ont subi une augmentation très significative de leur cotisation d’assurance vieillesse alors même que nombre d’entre eux ne dégagent que peu de bénéfice sur leur activité temporaire.A titre d’exemple, on peut citer le secteur du tourisme de montagne particulièrement touché par cette mesure, et plus spécifiquement les moniteurs de ski. En effet, ceux-ci doivent obligatoirement être affiliés à la Caisse interprofessionnelles de prévoyance et d’assurance vieillesse (CIPAV), qu’ils exercent cette activité à plein temps ou juste quelques mois dans l’année. Pour les moniteurs de ski qui n’exercent cette activité qu’à titre saisonnier, cette cotisation représente un coût non négligeable, alors même qu’ils cotisent déjà par ailleurs à un autre régime de retraite, dans le cadre de leur activité professionnelle principale. De fait, le coût de cette double affiliation n’est pas sans conséquence sur le vivier de moniteurs de ski potentiellement intéressés, certains n’ayant pas les moyens financiers de supporter cette dépense et préférant dès lors se restreindre à leur activité professionnelle principale et ne pas exercer leur monitorat. Pourtant, le renfort de ces moniteurs de ski saisonniers est indispensable, d’une part pour absorber les flux touristiques certains mois de l’année, et d’autre part pour la souplesse d’emploi temporaire qu’ils offrent, utiles quand la demande baisse puisqu’ils peuvent reprendre leur activité principale."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000312,I. – L’article L. 646-3 du code de sécurité sociale est abrogé.II. – La perte des recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575A du code général des impôts,"La loi de financement de la sécurité sociale pour 2016, dans son article 52, a harmonisé le taux des cotisations maladie, maternité et décès des professionnels indépendants, ramenant le taux de cotisations des professionnels de santé libéraux affiliés au régime des praticiens et auxiliaires médicaux conventionnés (PAMC), alors de 9,81%, à hauteur du taux appliqué au RSI, soit 6,5%.Ce même article 52 de la LFFS 2016 a également introduit une taxe additionnelle de 3,25% applicable aux revenus tirés d’une activité non conventionnée ou des dépassements d’honoraires pour les seuls professionnels de santé affiliés au régime PAMC (article L646-3 du code de sécurité sociale).Cette taxe additionnelle constitue une véritable iniquité entre les professionnels de santé libéraux affiliés au régime PAMC et les professionnels de santé libéraux affiliés au RSI qui en sont exonérés.La suppression de cette taxe additionnelle vise à mettre un terme à cette discrimination entre professionnels de santé libéraux selon leur régime d’affiliation et répond à la politique gouvernementale d’harmonisation des cotisations sur les revenus d’activité."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000317,"I. – L’article L. 241‑17 du code de la sécurité sociale est ainsi modifié :1° Le premier alinéa du I est ainsi rédigé :« I. – Ouvrent droit à une réduction des cotisations salariales et contributions sociales d’origine légale ou conventionnelle rendues obligatoires par la loi : » ;2° La première phrase du premier alinéa du II est ainsi rédigée :« Le montant de la réduction, prévue au I, de cotisations salariales et contributions sociales d’origine légale ou conventionnelle rendues obligatoires par la loi est égal au produit d’un taux fixé par décret et des rémunérations mentionnées au même I, dans la limite desdites cotisations et contributions. »II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la création d’une contribution additionnelle à la contribution visée à l’article L. 136 – 7–1 du code de la sécurité sociale.","La loi du 24 décembre 2018 portant mesures d’urgence économiques et sociales promettait une défiscalisation et désocialisation des heures supplémentaires. Le décret d’application paru au journal officiel le 25 janvier 2019 donne un résultat beaucoup plus nuancé.D’une part, la défiscalisation n’est finalement prévue que dans la limite de 5 000 euros annuels.D’autre part, et cette fois plus discutable, la désocialisation se limite aux cotisations retraite payées sur ces heures supplémentaires, ne faisant ainsi gagner que 11,31 % maximum au salarié.La retraite complémentaire tranche 2, la CET, l’APEC, la CSG et la CDRS  sont, elles, exclues de la désocialisation annoncée. Ainsi, un salarié touchant le SMIC et effectuant 100 heures supplémentaires dans l’année gagnerait 142 euros de plus grâce à cette mesure, soit 0,70 euro par heure. La mesure paraît mince. A cela s’ajoute l’augmentation des cotisations pour la retraite complémentaire. Le Gouvernement avait laissé entendre une défiscalisation et une désocialisation totale des heures supplémentaires. Les mesures sont finalement bien minces face aux promesses écrites noir sur blanc sur le site de l’Élysées assurant qu’en « 2019, les heures supplémentaires seront versées sans impôts ni charges ».Cet amendement vise, ainsi, à intégrer l’ensemble des cotisations et contributions sociales versées par les salariés dans le calcul de la « désocialisation » des heures supplémentaires, notamment la CSG et la CRDS, grandes oubliées de la première mouture de cette disposition proposée dans le projet de loi de financement de la sécurité sociale pour 2019."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000318,"I. – Après l’article L. 161‑22‑1 A du code de la sécurité sociale, il est inséré un article L. 161‑22‑1 B ainsi rédigé :« Art. L. 161‑22‑1 B. – Les dispositions de l’article L. 161‑22 ne font pas obstacle à l’exercice par un médecin retraité d’une activité dans une zone définie sous-dense par l’agence régionale de santé. Les revenus perçus par le médecin retraité au titre de son activité sont exonérés de la totalité des cotisations sociales et de retraite dès lors qu’ils n’excèdent pas 90 000 euros annuels. »II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.","Dans un contexte de désertification médicale dans les territoires ruraux, il devient urgent d’agir afin d’assurer un accès aux soins égale sur tous les territoires.  Cet article vise donc à permettre à un ancien médecin de continuer d’exercer après sa prise de retraite en zones sous-denses. L’objet de cet amendement est de lutter contre les désert médicaux dans l’intérêt des patients. Le libre et l’égal accès au soin sont des notions fondamentales. Pourtant mises à mal ces dernières années, il devient impératif d’y remédier et de trouver des solutions à ces lacunes.  Le dispositif porté par cet article octroie une exonération fiscale aux médecins retraités. Une telle mesure est nécessaire dans les zones caractérisées par une offre de soins insuffisante ou par des difficultés d’accès aux soins afin d’encourager les médecins à prolonger leur exercice."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000319,"I. – Après l’article L. 161‑22‑1 A du code de la sécurité sociale, Il est inséré un article L. 161‑22‑1B ainsi rédigé :« Art. L. 161‑22‑1 B. – Les dispositions de l’article L. 161‑22 ne font pas obstacle à l’exercice par un médecin retraité d’une activité de remplacement dans une zone définie sous-dense par l’agence régionale de santé, pour une durée cumulée n’excédant pas 24 mois. Les revenus perçus par le médecin retraité au titre de son activité de remplacement sont exonérés de la totalité des cotisations sociales et de retraite dès lors qu’ils n’excèdent pas 90 000 euros annuels. II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.","Dans un contexte de désertification médicale dans les territoires ruraux, il devient urgent d’agir afin d’assurer un accès aux soins égale sur tous les territoires.  Cet article vise donc à permettre l’association entre un médecin à la retraite et un jeune médecin, installé ou à la recherche d’une installation en exercice libéral, afin de répondre à un double objectif, fondé autour de la transmission du savoir entre un professionnel expérimenté et un jeune professionnel et sur l’intérêt pour les patients d’avoir une prise en charge continue et suivie entre le médecin et son successeur.  Le dispositif porté par cet article octroie une exonération fiscale aux médecins retraités.  Une telle mesure est nécessaire dans les zones caractérisées par une offre de soins insuffisante ou par des difficultés d’accès aux soins."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000333,"Après le mot : « alcooliques », la fin du b du I de l’article 1613 bis du code général des impôts est ainsi rédigée :« qui ne bénéficient pas d’indications géographiques protégées ou d’attestations de spécificité au sens de la réglementation de l’Union européenne, et qui contiennent plus de 35 grammes de sucre ou une édulcoration équivalente par litre exprimée en sucre inverti, font l’objet d’une taxe perçue au profit de la Caisse nationale de l’assurance maladie des travailleurs salariés, dès lors que la boisson obtenue présente un titre alcoométrique acquis de plus de 1,2 % vol. et inférieur à 12 % vol., ».","Une première taxe « Prémix » a été introduite par la loi de financement de la Sécurité sociale de 1997 et visait à décourager l’entrée précoce dans la consommation d’alcool des jeunes par le moyen de boissons très sucrées masquant le goût de l’alcool. Doublée en 2004 par la loi relative à la santé publique, elle est étendue à l’ensemble des « Ready to drink ». La taxe est désormais de 11 euros par décilitre d’alcool pur.Selon l’OFDT, cette taxe a eu pour effet quasi immédiat d’effondrer le marché français des prémix : moins de 10 000 litres en ont été vendus en 1997 contre 950 000 litres en 1996 alors que ce marché était en plein essor. Selon une étude commandée par l’OFDT , la nouvelle hausse intervenue en 2004 a conduit à une chute de 40 % des ventes de prémix en 2005. Les ventes des trois marques leader du marché, Boomerang, Smirnoff Ice et Eristoff Ice ont reculé respectivement de 26,4 %, 34,6 % et 44,9 %, chute qui s’est poursuivie en 2006 (- 38 %, - 23,1 % et - 78,4 %).Face à cet effondrement, les industriels de l’alcool ont exploité une faille de la loi de 2004, qui excluait les vins aromatisés du champ d’application de la taxe. C’est ainsi que l’on a vu apparaître des vins ou cidres aromatisés, ciblant clairement les jeunes via leur packaging ou leur appellation (Rosé sucette), et bénéficiant d’une politique de prix bas à laquelle les jeunes sont particulièrement sensibles. Selon le propriétaire de la marque Rosé sucette, « ces bouteilles, à moins de 3 euros sur linéaire, seront un tremplin permettant aux néophytes d’accéder aux vins plus classiques. Notamment pour un public plutôt jeune et féminin. »Le présent amendement vise dès lors à étendre aux boissons aromatisées à base de vin (vinipops) l’encadrement de ces produits d’appel visant particulièrement les jeunes."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000336,"I. – A l’article L5125‑1‑1 A du code de la santé publique, est ainsi modifié :1° Après le 9° , il est ajouté un 10° ainsi rédigé :« 10° Peuvent effectuer la vaccination contre la grippe saisonnière aux personnes majeures » ;2° À la fin du dernier alinéa, les références : « , 8° et 9° » sont remplacés par les références : « , 8° , 9° et 10° ».II. – L’article L. 162‑16‑1 du code de la sécurité sociale est ainsi modifié :Au 14° , après les mots « du 9° », insérer les mots : « et du 10° ».","L’article 59 de la loi de financement de la sécurité sociale de 2019 permet aux pharmaciens d’effectuer des vaccinations dont la liste est fixée par arrêté du ministre chargé de la santé.Si l’écriture règlementaire découlant de cette disposition a permis de généraliser l’expérimentation de la vaccination antigrippale par les pharmaciens, elle a également limité ses conditions d’exercice : en limitant son accès strictement aux personnes ciblées par les recommandations vaccinales en vigueur, celle-ci ne permet pas de répondre aux objectifs fixés par le législateur.En effet, l’intention de la vaccination est de viser un public le plus large possible, permettant de diminuer au maximum le risque épidémiologique. En facilitant l’accès la vaccination contre la grippe uniquement aux personnes vulnérables, l’État ne se dote pas des capacités nécessaires pour atteindre son objectif : se prémunir des conséquences d’une pandémie de grippe sur la population et en particulier, sur les plus fragiles.Afin de parvenir à cet objectif de santé public, cet amendement créé une disposition spécifique concernant la vaccination contre la grippe saisonnière en pharmacie : en l’ouvrant pour tous les publics, à l’exception de personnes présentant des risques particuliers définies dans l’arrêté du 23 avril 2019, il vise à renforcer la lutte contre les épidémies de grippe.Enfin, l’amendement renvoi les conditions de la tarification du vaccin à une disposition de la LFSS 2019 qui a complété l’article L162‑16‑1 du code de la sécurité sociale qui définit les rapports entre les organismes d’assurance maladie et l’ensemble des pharmaciens titulaires d’officine par une convention nationale. Néanmoins, cette proposition devrait avoir un effet bénéfique sur les recettes de la sécurité sociale : la vaccination en pharmacie, plutôt que chez un médecin traitant, pesant moins lourdement sur les dépenses de la branche maladie."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000340,"I. – Avant l’article 1613 ter du code général des impôts, il est inséré un article 1613 ter A ainsi rédigé :« Art. 1613 ter A. – Les bières titrant à plus de 5,5 % d’alcool font l’objet d’une taxe spécifique perçue au profit de la Caisse nationale de l’assurance maladie des travailleurs salariés, et dont le montant est déterminé par décret. » II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.","Afin de limiter la consommation précoce d’alcool, le présent amendement propose d’introduire une taxe spécifique sur les bières fortes – titrant généralement à 8,5 % voire 10 à 12 %.En effet, ces bières, qui ont notamment un succès conséquent chez les jeunes, contiennent une quantité importante d’alcool, en particulier dans les contenants de 50 cl : une cannette de 50 cl d’une bière titrant 8,5 % ou plus représente 3 à 4 unités d’alcool."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000342,"À l’article L. 321‑1 du code de la sécurité sociale, les mots : « et pour une durée fixée par décret » sont supprimés.","Cet amendement, élaboré avec l’Organisation Nationale Syndicale des Sages-Femmes, vise à faciliter le travail des Sages-Femmes et la prise en charge des patientes lors du suivi de leur grossesse, en donnant aux sages-femmes la possibilité de renouveler la prescription d’arrêt de travail dans le cadre du suivi de grossesse et de la période postnatale.En effet : la sage-femme est compétente pour assurer le suivi de la grossesse en toute autonomie et est reconnue compétente par la Haute Autorité de Santé (HAS) pour définir le niveau de risque d’une grossesse.Par ailleurs, la femme est libre du choix du professionnel de santé qui la suit.Actuellement, en cas de besoin d’arrêt de travail, les femmes enceintes n’ont pas les mêmes droits quand elles sont suivies par une sage-femme. Cette situation doit être corrigée.Au cours de la grossesse, les arrêts de travail prescrits sont indiqués dans leur majorité pour éviter la survenue d’une pathologie pouvant entraîner une hospitalisation, notamment les menaces d’accouchement prématuré. Pour la plupart, ce ne sont pas des arrêts de travail dans le cadre d’une maladie mais des arrêts « de prévention ». C’est dans ce cadre que les sages-femmes, au même titre que les médecins traitants qui suivent des femmes enceintes sans pathologies, sont amenées à prescrire des arrêts de travail.La prévention est importante au cours de la grossesse. Un arrêt pour prévention doit pouvoir être prescrit par la sage-femme. De même, une asthénie importante peut justifier un arrêt de travail, elle est reconnue par la sécurité sociale. Cela est déjà utilisé par les médecins généralistes comme motif d’arrêt. L’entretien prénatal a pour objectif de connaitre les conditions de vie de la patiente, afin notamment de prévenir les risques d’accouchements prématurés (accouchements qui pourraient être prévenus avec du repos plus que par des traitements médicamenteux).S’il est bien du ressort du médecin du travail de définir cette inaptitude temporaire, leur nombre en baisse rend leur accès de plus en plus difficile.Les femmes arrêtées par une sage-femme doivent pouvoir alors bénéficier d’un arrêt pris en charge au titre de l’assurance maternité ou maladie selon la période de la grossesse comme pour ceux établis par le médecin.Les sages-femmes doivent pouvoir prescrire sur le congé prénatal, la période supplémentaire de deux semaines, ainsi que sur le congé postnatal la période supplémentaire de 4 semaines, accordée en cas d’état pathologique lié à la grossesse ou à l’accouchement.Les sages-femmes doivent pouvoir renouveler l’arrêt de travail initial fait par un médecin.Et d’un point de vue économique, la possibilité donnée aux sages-femmes de dispenser des arrêts de travail dans le cadre de la maternité, évitera des dépenses supplémentaires liées à des consultations facturées pour une simple délivrance/renouvellement d’un arrêt de travail par le médecin traitant qui ne suit pas la patiente pour sa grossesse.Les femmes suivies par une sage-femme sont confrontées d’ailleurs, lorsque la sage-femme adresse la patiente au médecin traitant en cas de besoin, à un refus du médecin traitant d’établir l’arrêt de travail pour le motif qu’il ne suit pas cette grossesse. Il considère que c’est à la sage-femme d’établir cet arrêt de travail, alors que le code de la sécurité social ne le permet pas actuellement.Ceci entraîne une multiplication des consultations pour la patiente afin de trouver un praticien acceptant d’évaluer la situation (alors qu il n’assure pas le suivi régulier de cette grossesse) et d’établir, le cas échéant, un arrêt de travail. Récemment de plus en plus de patientes se dirigent dans cette situation vers des plateformes de consultations en ligne. Ce qui représente une vraie dérive « commerciale » de la santé."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000343,"Après le quatrième alinéa de l’article L. 133‑4 du code de la sécurité sociale , il est inséré un alinéa ainsi rédigé :« Ainsi, en cas de pluralité d’établissements, services ou professionnels intervenant auprès d’un même assuré, seul l’auteur de l’acte à l’origine de l’indu fait l’objet de l’action en recouvrement. » ","Cet amendement vise à mettre en place un dispositif rendant automatique la facturation des infirmiers libéraux (IDEL) aux services de soins à domicile (SSIAD) lorsqu’ils réalisent des actes auprès des patients du service, sous peine de pénalités.En effet, la CPAM considère que les actes réalisés par les IDEL sont financés automatiquement dans le cadre de la dotation globale versée au SSIAD, prévue aux articles L. 174‑10 et D.174‑9 du Code de la Sécurité sociale.Or, bon nombre de ces infirmiers libéraux ont signé des conventions avec les SSIAD, conventions aux termes desquelles ils s’engagent à ne pas facturer les actes de soins infirmiers à la CPAM et à informer l’infirmier coordonnateur de toute intervention auprès d’un patient bénéficiaire du SSIAD.Pour autant, il arrive que les IDEL (conventionnés ou non) envoient leurs factures à la CPAM et non au SSIAD ce qui génère une double facturation. Ce surplus payé par l’Assurance Maladie fait naitre un « indu » (mentionné à l’article L133‑4 du Code de la sécurité sociale) réclamé au SSIAD, que celui-ci doit reverser à l’Assurance Maladie.Il est donc légitime de prévoir que la CPAM doit réclamer la répétition de cet indu à l’encontre de ces mêmes infirmiers libéraux à l’origine de l’indu et non à l’encontre du SSIAD."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000345,"La section 5 du chapitre V du titre III du livre IV de la première partie du code de la santé publique est ainsi modifiée :1° La première phrase du 1° de l’article L. 1435‑9 est complétée par les mots : « ainsi que d’une mise en réserve constituée sur le sous-objectif relatif aux dépenses de soins de ville, dans les conditions définies à l’article L. 1435‑10. » ;2° Au deuxième alinéa de l’article L. 1435‑10, après le mot : « crédits », ajouter les mots : « , ainsi que les modalités de Constitution et d’utilisation de la mise en réserve mentionnée au 1° de l’article L. 1435‑9, sont fixées chaque année par arrêté des ministres chargés de la santé, du budget, de la sécurité sociale, des personnes âgées et des personnes en situation de handicap, après avis du conseil national de pilotage des agences régionales de santé et au regard de l’avis mentionné au sixième alinéa de l’article L. 114‑4‑1 du code de la sécurité sociale. » ","L’objet de cette proposition législative est de faire en sorte que les mises en réserve prudentielles du PLFSS, elles-mêmes issues de la Loi de programmation des finances publiques, portent de manière équilibrée sur les différents sous-objectifs susceptibles de connaître un dépassement (« les enveloppes ouvertes »), notamment l’enveloppe de ville au regard de son importance.Le respect de l’ONDAM s’inscrit en effet dans une nécessité dont les contraintes doivent être partagées par l’ensemble des sous-objectifs qui le constituent. La Cour des Comptes, dans son rapport d’octobre 2018 sur l’application des lois de financement de la sécurité sociale, réitère son appel à « une mise à contribution de l’ensemble des secteurs de l’offre de soins afin d’en assurer le respect, y compris les soins de ville qui en ont été à ce jour exemptés pour l’essentiel ».Aujourd’hui, seul un mécanisme prudentiel est mis en œuvre sur les sous-objectifs hospitaliers soit par des mises en réserve soit par des annulations de crédits.Lorsque les efforts sont partagés par tous, ils s’avèrent alors moins lourds et disproportionnés pour chacune des composantes sous ONDAM."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000346,Le premier alinéa de l’article L. 162‑22‑13 du code de la sécurité sociale est complété par une phrase ainsi rédigée :« Cette dotation est répartie équitablement entre les différentes catégories d’établissements de santé susceptibles d’en être attributaires et mentionnées à l’article L. 162‑22‑6. »,"Cet amendement vise à garantir une répartition plus équitable entre le secteur public et le secteur privé.Il est proposé d’assurer une plus grande transparence et un meilleur équilibre dans l’allocation des dotations MIGAC (missions d’intérêt général et d’aides à la contractualisation) aux établissements, notamment entre ceux qui exercent dans le service public hospitalier. Il s’agit ainsi d’assurer un meilleur suivi et une meilleure évaluation des actions financées au titre des missions d’intérêt général, et en matière de soutien aux établissements de santé en aide à la contractualisation."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000347,"Le II de l’article L. 162‑14‑1‑1 du code de la sécurité sociale est ainsi rédigé :« II. – Lorsque le comité d’alerte sur l’évolution des dépenses de l’assurance maladie émet un avis considérant qu’il existe un risque sérieux de dépassement des sous-objectifs mentionnés au 3° du D du I de l’article LO 111‑3 comprenant les dépenses de soins de ville, l’entrée en vigueur de toute mesure conventionnelle ayant pour effet une revalorisation au cours de l’année des tarifs des honoraires, rémunérations et frais accessoires mentionnés au 1° du I de l’article L. 162‑14‑1 ou des rémunérations mentionnées par les conventions ou accords prévus aux articles L. 162‑5, L. 162‑9, L. 162‑12‑2, L. 162‑12‑9, L. 162‑14, L. 162‑32‑1 et L. 322‑5‑2 est suspendue, après consultation des parties signataires à la convention nationale concernée. A défaut d’un avenant fixant à nouveau une date d’entrée en vigueur des revalorisations compatible avec les mesures de redressement mentionnées à l’article L. 114‑4‑1, l’entrée en vigueur est reportée au 1er janvier de l’année suivante. »","Depuis plusieurs années, la maitrise insuffisante des dépenses des soins de ville conduit à une mobilisation des mises en réserve des dépenses des établissements de santé. Les efforts d’efficience des établissements de santé sont ainsi absorbés par le dynamisme immodéré des dépenses de soins de ville. L’ONDAM exécuté s’avère ainsi éloigné de celui initialement soumis à l’approbation du Parlement.Comme l’a constaté la Cour des comptes dans son rapport d’octobre 2018 sur l’application des lois de financement de la sécurité sociale, la progression toujours vive des dépenses de soins de ville rend nécessaire l’adoption de mécanismes de régulation propres aux dépenses de ce sous-objectif, actuellement inexistants à l’exception des dépenses de médicaments.La Cour des comptes a ainsi réitéré sa recommandation d’instauration de dispositifs plus complets de suivi et de régulation infra-annuels des dépenses de soins de ville.Dans cette optique, il faudrait introduire un mécanisme de régulation au sein de l’enveloppe des soins de ville : les augmentations tarifaires en cours d’exercice pourraient être différées en cas de non-respect de l’objectif prévisionnel de dépenses des soins de ville. Ce mécanisme de gel permettrait de contenir l’accroissement des dépenses et ne pas propager la tension de la maitrise du sous-objectif soins de ville, aux autres sous-objectifs."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000351,"I. – Au a de l’article L. 138‑2 du code de la sécurité sociale, le taux : « 1,75 % » est remplacé par le taux : « 1 % ».II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la création d’une taxe additionnelle aux droits visés aux articles 575 et 575 A du code général des impôts.","Les entreprises de la répartition pharmaceutique jouent un rôle crucial dans la chaîne du médicament en assurant l’approvisionnement de plus de 21.500 pharmacies françaises, sur l’ensemble du territoire. Leurs missions font l’objet d’obligations de service public encadrées par l’Agence Nationale de Sécurité du Médicament (ANSM) : disposer des stocks de médicaments permettant de satisfaire durant au moins 15 jours la consommation habituelle, livrer l’ensemble des pharmacies d’officine dans un délai de 24h après charque commande et disposer d’au moins 9 médicaments sur 10 commercialisés en France.Dans un contexte de multiplication des tensions d’approvisionnement de médicaments, les répartiteurs pharmaceutiques sont donc au cœur de la diminution de l’impact de ces ruptures.Dès lors que ces missions sont confiées par l’Etat à des acteurs privés, la rémunération de ces derniers est encadrée par un arrêté de marge. Par ailleurs, l’activité de répartiteur est soumise à une taxe prélevée par l’Agence Centrale des Organismes de Sécurité Sociale (ACOSS) au titre de la vente en gros de médicaments. L’assiette de cette contribution est composée de trois parts dont la première correspond à un taux de 1,75% du chiffre d’affaires hors taxe, réalisé par l’entreprise au cours de l’année civile.Or, depuis plusieurs années, le système de rémunération est inadapté à l’évolution du marché et n’est plus viable pour les répartiteurs pharmaceutiques. Par ailleurs, la profession fait l’objet d’une taxation spécifique qui pénalise fortement le secteur où les marges unitaires sont faibles. Elle ampute le capital dans la mesure où elle s’applique au chiffre d’affaires. Cette contribution, dans sa structuration, comme dans son taux, est devenue totalement obsolète et confiscatoire. Elle représente aujourd’hui près de 20% de la marge réglementée et 80% de l’excédent brut d’exploitation du secteur.Après une perte nette d’exploitation de 23 millions d’euros en 2017 et de 46 millions d’euros en 2018, les projections pour 2021 envisagent une perte de 111 millions d’euros. Depuis 2008, ce sont au total 297 millions d’euros de manque à gagner que le secteur a subi."
